Source,Indicator,Year,Value,Unit,Scale,Sex
IMF,"Sales by market establishments, Transactions",2010,0.0161257816048667,Percent,Units,
IMF,"Sales by market establishments, Transactions",2011,0.00734900970926448,Percent,Units,
IMF,"Sales by market establishments, Transactions",2012,0.00419243962327615,Percent,Units,
IMF,"Sales by market establishments, Transactions",2013,0.0663144631844205,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2001,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2002,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2003,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2004,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2005,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2006,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2007,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2008,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2009,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2010,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2011,0.0,Percent,Units,
IMF,"Other voluntary transfers: capital transfers, Transactions",2012,0.0,Percent,Units,
IMF,"Taxes on exports, Transactions",1972,0.14454871666118,Percent,Units,
IMF,"Taxes on exports, Transactions",1973,0.145124681075616,Percent,Units,
IMF,"Taxes on exports, Transactions",1974,0.14254577659648,Percent,Units,
IMF,"Taxes on exports, Transactions",1975,0.3939388626447,Percent,Units,
IMF,"Taxes on exports, Transactions",1976,0.479671383572148,Percent,Units,
IMF,"Taxes on exports, Transactions",1977,0.207582979060431,Percent,Units,
IMF,"Taxes on exports, Transactions",1978,0.159667836038529,Percent,Units,
IMF,"Taxes on exports, Transactions",1979,0.153396220819083,Percent,Units,
IMF,"Taxes on exports, Transactions",1980,0.199973882438722,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2001,0.0,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2002,0.0,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2003,0.0,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2004,-0.376789751318764,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2006,0.0,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2007,0.0,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2008,-0.512511940544771,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2009,-1.23007110605156,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2010,-1.64857683415411,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2011,-1.28037006832831,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2012,-0.380602528835397,Percent,Units,
IMF,"Other accounts receivable/payable, Net incurrence of liabilities, Domestic Creditors, Transactions",2013,-0.6255664360397,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2001,-2.09711900641352,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2002,-0.695129397397962,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2003,0.427350427350427,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2004,-0.887549191995311,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2006,-0.0795651058132183,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2007,-0.0537269129933233,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2008,0.479487346681277,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2009,1.70834260375388,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2010,0.417963133922364,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2011,0.701742368355392,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2012,0.325162770025467,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Domestic Creditors, Transactions",2013,0.539357633899954,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2001,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2002,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2003,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2004,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2005,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2006,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2007,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2008,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2009,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2010,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2011,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2012,0.0,Percent,Units,
IMF,"Capital grants payable, Other general government, Transactions",2013,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2001,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2002,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2003,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2004,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2005,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2006,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2007,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2008,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2009,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2010,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2011,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2012,0.0,Percent,Units,
IMF,"Grants payable to foreign governments: current grants, Transactions",2013,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2001,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2002,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2003,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2004,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2006,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2007,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2008,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2009,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2010,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2011,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2012,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2013,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2001,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2002,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2003,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2004,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2005,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2006,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2010,0.0,Percent,Units,
IMF,"Disposals, nonproduced nonfinancial assets, Transactions, Memorandum Item",2013,1.15608214151506,Percent,Units,
IMF,"Nonfinancial assets other than inventories, acquisitions (net of CFC), Transactions, Memorandum Item",2001,5.53725949302657,Percent,Units,
IMF,"Nonfinancial assets other than inventories, acquisitions (net of CFC), Transactions, Memorandum Item",2002,5.05340284627307,Percent,Units,
IMF,"Nonfinancial assets other than inventories, acquisitions (net of CFC), Transactions, Memorandum Item",2003,6.59357652656622,Percent,Units,
IMF,"Nonfinancial assets other than inventories, acquisitions (net of CFC), Transactions, Memorandum Item",2004,5.6402076530185,Percent,Units,
IMF,"Nonfinancial assets other than inventories, acquisitions (net of CFC), Transactions, Memorandum Item",2005,5.14947122898413,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2001,0.534459940954902,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2002,1.39636466112442,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2003,2.33941316415543,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2004,0.757766055429959,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2006,1.31888023952096,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2007,2.70497005278428,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2008,6.63379604887289,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2009,6.89895538893531,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2010,4.26132804015064,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2011,4.90118982328054,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2012,2.3225610390899,Percent,Units,
IMF,"Gross debt (D2) transactions, (D2) debt liabilities transactions, Net incurrence of , Liabilities, Transactions, Market value, Memorandum Item",2013,4.18665310904308,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2003,-0.538936377346022,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2004,0.378807964498032,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2006,0.0,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2007,0.0,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2008,6.19252515241077,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2009,-0.630552404332776,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2010,0.421030110689455,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2011,-0.309630178292471,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2012,-0.481005345202057,Percent,Units,
IMF,"Currency and deposits, Net acquisition of financial assets, Domestic Debtors, Transactions",2013,-0.751563916090099,Percent,Units,
IMF,"Exchange taxes, Transactions",1973,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",1974,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",1975,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",1976,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",1977,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",1978,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",1979,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2001,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2002,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2003,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2004,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2005,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2006,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2007,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2008,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2009,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2010,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2011,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2012,0.0,Percent,Units,
IMF,"Grants payable to international organizations: capital grants, International Organizations, Transactions",2013,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2001,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2002,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2003,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2004,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2005,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2006,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2007,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2008,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2009,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2010,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2011,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2012,0.0,Percent,Units,
IMF,"Withdrawals from income of quasi-corporations, receivable, Transactions",2013,0.0,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2001,10.4869693576301,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2002,10.8020759945517,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2003,12.0207507269363,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2004,11.3018504563343,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2005,12.0903117846712,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2006,12.4872106641128,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2007,12.0663013425036,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2008,13.1223465383532,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2009,13.2078814771127,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2010,13.2969724857474,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2011,12.4121438336678,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2012,12.8458458898179,Percent,Units,
IMF,"Expense excluding consumption of fixed capital, Transactions",2013,12.765534163001,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1973,0.10836986628623,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1974,0.135740827462478,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1975,0.274658569572998,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1976,0.281777972185378,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1977,0.310975270553992,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1978,0.264561728323931,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1979,0.270501884426495,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1980,0.327661691278222,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1973,0.10836986628623,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1974,0.135740827462478,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1975,0.274658569572998,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1976,0.281777972185378,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1977,0.310975270553992,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1978,0.264561728323931,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1979,0.270501884426495,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",1980,0.327661691278222,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2001,-0.849333197597475,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2002,-0.802310835564323,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2003,-0.921358710018504,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2004,-0.860043540149041,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2006,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2007,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2008,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2009,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2010,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2011,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2012,0.0,Percent,Units,
IMF,"Insurance, pension and standardized guarantee schemes, Net incurrence of liabilities, Domestic Creditors, Transactions",2013,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2001,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2002,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2003,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2004,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2006,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2007,0.0,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2008,4.10021603005636,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2009,2.9636654696825,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2010,1.52181728794902,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2011,3.05357178146019,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2012,0.933358485968959,Percent,Units,
IMF,"Debt securities, Net incurrence of liabilities, Domestic Creditors, Transactions",2013,0.0331572315922103,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2001,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2002,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2003,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2004,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2006,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2007,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2008,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2009,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2010,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2011,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2012,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2013,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1973,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1974,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1975,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1976,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1977,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1978,0.0,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1979,0.0,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2001,2.62862669245648,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2002,2.08275813775774,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2003,1.90325138778747,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2004,1.63790504898267,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2006,1.39844534533418,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2007,2.75869696577761,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2008,2.05409267213525,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2009,2.22694731549893,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2010,2.32154761827926,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2011,1.14587567346496,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2012,1.06403978309548,Percent,Units,
IMF,"Loans, Net incurrence of liabilities, Foreign Creditors, Transactions",2013,3.61192776144477,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",1997,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",1998,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",1999,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2000,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2001,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2002,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2003,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2004,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2005,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2006,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2007,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2008,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2009,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2010,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2011,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2012,0.0,Percent,Units,
IMF,"Special Drawing Rights (SDRs), Net incurrence of liabilities, Foreign Creditors, Transactions",2013,0.0,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2001,5.75652917779701,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2002,6.2134769480062,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2003,5.9606563327606,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2004,6.42690339613163,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2005,6.03151966717973,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2006,6.21503866664187,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2007,6.98872622026078,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2008,7.05051615654352,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2009,7.06725956296252,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2010,6.74224241320973,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2011,6.5207772653504,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2012,6.47720227055403,Percent,Units,
IMF,"General taxes on goods and services, Transactions",2013,6.82596874378302,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",2001,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",2002,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",2003,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",2004,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",2005,0.0,Percent,Units,
